date, event, link, link_title
"1767-10-19","John Jay sworn in as First Supreme Court Chief Justice","https://www.foxnews.com/lifestyle/this-day-history-oct-19-1789-john-jay-sworn-first-supreme-court-chief-justice","Fox News"
